path	bytes	sha256	first_commit	first_date	last_commit	last_date	current_control	current_frontier	founding_source	frozen_manifest	historical_or_pre_july	active_regrade	hits_broad_phi_depth	hits_pointwise_or_physical_phi	hits_independent_phi_variation	hits_endpoint_difference	hits_selection_or_ownership	hits_presentation_or_factorization	hits_stationary_killing	hits_supplied_conditional	hits_placeholder_or_arbitrary
udt_alpha_plane_selector_theorem_2026-07-28/derive_alpha_plane_selector.py	19969	939364f631d557fd9c926348e1aec32b58d5c217069e9301770de8671edccc48	6cd9a15f8ae432ae53b21de0c7f8b9bdb3b1eb17	2026-07-28T16:32:22-04:00	6cd9a15f8ae432ae53b21de0c7f8b9bdb3b1eb17	2026-07-28T16:32:22-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/ANTI_IMPOSITION_AUDIT.tsv	552	feafee4be6cfae140dc22737e435bcda3ea266d345a6ecee08bfa6a0896cea53	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/ATLAS_RESULT.json	2059	be95f6451ea70acca2e29f2bb4f3b1ae654ce619870581f6ae17cc491c3f5772	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/ATLAS_TRANSCRIPT.txt	800	386324e6d7ae18b46950a6338a678ee0e88ede9be235d411abeeb4cd3dec4b61	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/AUDIT_REPORT.md	6711	b6a5d34a90e03e6d6e02c91d9d929406ca95dd756e8a295e9854d99360e69f78	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/CONFIGURATION_OBSERVATIONS.tsv	1060344	52ac0d6b694853a1960f1322d14423448fee9a190e30765148d5aa48a0fc7ad1	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/LAY_REPORT.md	2014	a4f518bcf0330e4771d7fcdd072e0df5e30a01417871d1dcb9322638fbdc302a	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/NEXT_DECISION.md	1867	4124cbdd7b1a80d37aa9d1454b47a75b220fd0d5780e30480500505f391c5680	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	2	1	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/PREREGISTRATION.md	7438	7769083d00d14cff004dfef8f0151a16bacd729f078a6bf6fdde6eae5c331d99	8abe84ba9ad307359013c3f5bf83fa3b16bed31e	2026-07-21T16:08:56-04:00	8abe84ba9ad307359013c3f5bf83fa3b16bed31e	2026-07-21T16:08:56-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/RADIAL_INCIDENCE.tsv	114884	9fbd66a2700a86dc65e9f6af4f9664dc637b78f0f62632184109aa1c7d2e7d27	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/TEN_CRITERION_SCOPE.tsv	707	bc7d0e88e4c106c3b210065bdc6b01359804b92d2e5ecaa96619c7a8095b46cb	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/build_amplitude_volume_atlas.py	21446	543ba12b71a18370febc73838b9b6242a8ffb1c25e81870b05a2408d0c6ad4be	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	19	0	0	0	0	0	0	0	0
udt_amplitude_volume_metric_atlas_2026-07-21/verify_amplitude_volume_atlas.py	25278	236dcfe5c408303a0b3568a4d1d0ce08ccb4d56613ba8a3f5fb561d5d22daa40	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	9e47c13c40024df39ed2612724fd9b5f5104c442	2026-07-21T16:29:15-04:00	NO	NO	NO	NO	NO	YES	16	0	0	0	0	0	0	0	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23/AUDIT_REPORT.md	11531	bf4c74e911fbade7260de12b6f33394b4047105c510fa4c01b08417cbdb18502	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	0	0	7	2	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23/COMPLETENESS_SCOPE.tsv	1149	0bac9d181e472694af665161a182b721fe5f3e667cd3537052480aafd54c6280	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23/CONDITIONAL_TWO_SEAL_FLOW.tsv	212	7c239f1409d29dee3edcee378c28aff02224ae4e4285c4ba592c975ea4d92f6b	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23/PREMISE_LEDGER.tsv	1901	c9f27e941fb41b7cbf47bf740fec25895ce9b21c42d66dcade5ebedba6f60992	1844bdf884b2cbeb8be7dda0aa81689c249cbc68	2026-07-23T13:32:05-04:00	1844bdf884b2cbeb8be7dda0aa81689c249cbc68	2026-07-23T13:32:05-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	1	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23/PREREGISTRATION.md	7436	1e3815dd8109d9e1befb3b901f78781fd2a6cbf66d8017f46d5e6c1d1a9cddff	1844bdf884b2cbeb8be7dda0aa81689c249cbc68	2026-07-23T13:32:05-04:00	1844bdf884b2cbeb8be7dda0aa81689c249cbc68	2026-07-23T13:32:05-04:00	NO	NO	NO	NO	NO	YES	10	0	0	0	0	0	0	3	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23/derive_angular_bulk_jacobi_selector.py	39454	c9632e1aeaf210c5953c9af6d9a795eb7d728e2b6127ec1fa26d8594a15f67b3	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	1	0	3	1	0
udt_angular_bulk_jacobi_selector_audit_2026-07-23/verify_angular_bulk_jacobi_selector_independent.py	19415	a922cd9765da38c8ad5a44e12a32c502018e095615ac5cc76b32df341fe48cf6	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	968cf2682c69a0eb4192ed21ece38ba7fb986ebc	2026-07-23T13:45:02-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	2	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/ANGULAR_GENERATOR_FORMULA.json	1033	fabd74bb5bf8c39fa1d56de3eefffd426bce27e0ec65d6f0fcbf3f95590f9a9e	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/AUDIT_REPORT.md	11081	cb7c23006f3cc64b0496f05933ef746b5bf381c8a65c8ea20e87f1a8967a60cb	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	18	0	0	0	0	0	0	2	0
udt_angular_generator_branch_census_2026-07-23/BRANCH_GENERATOR_ATLAS.tsv	5331	3c0063b00a43ba5b197940089bdbf6f73450800d1f45935c1a33114c0bb2b639	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	2	0	0	4	0
udt_angular_generator_branch_census_2026-07-23/COMPLETENESS_SCOPE.tsv	889	99d371566210d8eda0f44da230eed972bf75dfe7aa412321d4835d652117b7e0	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/CORRECTION_PREREGISTRATION.md	3049	dfc9feeec9b2104fb4d999813d1c388c5bdbfcbb57cd690c4d3cebd8a985165f	863c2c879e7d1aad351ffc0e456dafcb93a97e98	2026-07-23T12:50:25-04:00	863c2c879e7d1aad351ffc0e456dafcb93a97e98	2026-07-23T12:50:25-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/LAY_REPORT.md	1989	561e23a2479cd48717cb30e2c9f63175193a522cf30f2c840ef83d6b6953f149	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/POINTWISE_GENERATOR_CONTROLS.tsv	1713	35203b86bf423b5349fed434fcf083de190158fbb8ab982def9953f97ae14ca9	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	11	0	0	0	0	0	0	1	0
udt_angular_generator_branch_census_2026-07-23/PREMISE_LEDGER.tsv	1751	7e66df5bdbee9cd9e0a2d5d3332480caccb6fe6cb5d993c5db1fad942dfa968c	12d296a86a3492eb4e6c576a525d290e54033392	2026-07-23T12:43:33-04:00	12d296a86a3492eb4e6c576a525d290e54033392	2026-07-23T12:43:33-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	0	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/PREREGISTRATION.md	5372	e59f71e68ec735adfa94aa974a311d404bb6fd2217f8a5e7fb286d6f92ac3067	12d296a86a3492eb4e6c576a525d290e54033392	2026-07-23T12:43:33-04:00	12d296a86a3492eb4e6c576a525d290e54033392	2026-07-23T12:43:33-04:00	NO	NO	NO	NO	NO	YES	6	0	0	0	1	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/SOURCE_LINEAGE.tsv	2577	e497bd55a2b8b541b253d8f128e6855f21de1be4393b2d880b3fd16c4bacdbbc	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_angular_generator_branch_census_2026-07-23/STATUS_LEDGER.tsv	695	fecd8db0f6384b416a454105a9f4d221b606897d152c7140d3b940c3822a6ff4	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	1	0
udt_angular_generator_branch_census_2026-07-23/derive_angular_generator_branch_census.py	38419	ad5e147fa6d1e8349296d8f58e8599b32d4127f2a6ed259474055983e7031f0d	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	1d8851e433b6638b43bd7a2b28abb04a8415eaaa	2026-07-23T12:55:47-04:00	NO	NO	NO	NO	NO	YES	21	0	0	0	1	0	0	3	0
udt_bank_simplex_interior_atlas_2026-07-23/AUDIT_REPORT.md	7256	f7c7d5e1a1bfe78db83f2f2944131cf1a4d15777c6f5c5c025bd6550caaeff2d	9373c1563378665f2585359bf16e2f019398abc3	2026-07-23T08:12:21-04:00	9373c1563378665f2585359bf16e2f019398abc3	2026-07-23T08:12:21-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	0	0	0	0	0
udt_bank_simplex_interior_atlas_2026-07-23/NUMERIC_SCOPE_CORRECTION_PREREGISTRATION.md	5252	796c34aa79c738c8993caacc946ac5ccc561b78c6aefdea1776daee08b55c956	ac6e425b6d20b9de571302d822a4a1865029af7f	2026-07-23T07:40:03-04:00	ac6e425b6d20b9de571302d822a4a1865029af7f	2026-07-23T07:40:03-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_bank_simplex_interior_atlas_2026-07-23/PREMISE_STATUS_LEDGER.tsv	1796	703df27c4be86c474569d48848c3498d7176044266cc876aec88c05b2c1411a8	9373c1563378665f2585359bf16e2f019398abc3	2026-07-23T08:12:21-04:00	9373c1563378665f2585359bf16e2f019398abc3	2026-07-23T08:12:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bank_simplex_interior_atlas_2026-07-23/PREREGISTRATION.md	10961	94a79eaf36d2a800e36cbe2322286361204ce5e15c93080bf8bce74fadeeec34	e3c3912588d5e95ea0d183a8b98c1d60de5a0d46	2026-07-23T07:26:16-04:00	e3c3912588d5e95ea0d183a8b98c1d60de5a0d46	2026-07-23T07:26:16-04:00	NO	NO	NO	NO	NO	YES	15	0	0	0	0	0	0	1	0
udt_bank_simplex_interior_atlas_2026-07-23/build_bank_simplex_atlas.py	45098	6e91e5059ac1e06809baccd7a8d5460ffec4451f5a4f45d69c84a13be8a99a42	9373c1563378665f2585359bf16e2f019398abc3	2026-07-23T08:12:21-04:00	9373c1563378665f2585359bf16e2f019398abc3	2026-07-23T08:12:21-04:00	NO	NO	NO	NO	NO	YES	8	0	0	0	0	0	0	0	0
udt_basic_vs_universal_query_residual_audit_2026-08-04/COMPLETENESS_MAP.md	1365	f47f982adce4ae5001e8d1eb49e17c7819888e6fce1006f5462aed136726a85a	b17efd4442050579f5847ec394871abd55953762	2026-08-04T14:38:53-04:00	b17efd4442050579f5847ec394871abd55953762	2026-08-04T14:38:53-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	1	0	0	0	0
udt_basic_vs_universal_query_residual_audit_2026-08-04/FRESH_ADVERSARIAL_REVIEW_RAW.txt	281789	828e8b06dcf64658668ceccf668300b6bf8c53d53a1e0f4cefce32eb0225db6e	b17efd4442050579f5847ec394871abd55953762	2026-08-04T14:38:53-04:00	b17efd4442050579f5847ec394871abd55953762	2026-08-04T14:38:53-04:00	NO	NO	NO	NO	NO	YES	128	2	4	3	19	3	2	14	1
udt_basic_vs_universal_query_residual_audit_2026-08-04/NEXT_STEP.md	1076	a2fa39a2c1cc34a7353901c7a6b54b6efc1508c0b2206a80f3ee8daac2add63c	b17efd4442050579f5847ec394871abd55953762	2026-08-04T14:38:53-04:00	b17efd4442050579f5847ec394871abd55953762	2026-08-04T14:38:53-04:00	NO	NO	NO	NO	NO	YES	3	0	0	0	1	0	0	1	0
udt_basic_vs_universal_query_residual_audit_2026-08-04/PREMISE_LEDGER.tsv	1640	e8b0fba3e79eb20c3e793799bffa87ca4b57851f7f0f3fe7be7ff40960a19811	583173cf2402b8e5e41438c202e820000654879a	2026-08-04T14:24:46-04:00	583173cf2402b8e5e41438c202e820000654879a	2026-08-04T14:24:46-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	1	0	0	0	0
udt_basic_vs_universal_query_residual_audit_2026-08-04/PREREGISTRATION.md	6606	11ee36bb5037001e8b9d8b9b59f89afb57605e037577097ed4f2c1e8858135b9	583173cf2402b8e5e41438c202e820000654879a	2026-08-04T14:24:46-04:00	583173cf2402b8e5e41438c202e820000654879a	2026-08-04T14:24:46-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_clock_angular_closure_audit_2026-07-24/AUDIT_REPORT.md	4769	d1950defd5397be0d75bbcbb4c747e8e4969852c1ed73840d9402824de169551	7bd279388be38471b6dd77d1d95a59423b1f7e86	2026-07-24T17:36:16-04:00	7bd279388be38471b6dd77d1d95a59423b1f7e86	2026-07-24T17:36:16-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_clock_angular_closure_audit_2026-07-24/EXACT_DERIVATION.md	6897	af29ba9a48392e3797e2338e7e22af0f1e02488aabdfafdceff82e176e4af2a7	7bd279388be38471b6dd77d1d95a59423b1f7e86	2026-07-24T17:36:16-04:00	7bd279388be38471b6dd77d1d95a59423b1f7e86	2026-07-24T17:36:16-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_clock_angular_closure_audit_2026-07-24/PREREGISTRATION.md	3523	9fdc4687bd631765f01548094f17dc334066036b77a92301944bd001a4cbdf71	2fc97f4f5852c927dd21a9d69d97dd0629b09699	2026-07-24T17:21:52-04:00	2fc97f4f5852c927dd21a9d69d97dd0629b09699	2026-07-24T17:21:52-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	1	0	0	0	0
udt_bootstrap_closure_ownership_audit_2026-08-01/OUTPUT_CANDIDATES.tsv	1907	42792247558034f1054a96ab68b7f3410ecbfeab49f8532ee887c0237fe8d85e	b8e00f23b5bf64214067077f427f5255c5ddca3b	2026-08-01T13:26:21-04:00	b8e00f23b5bf64214067077f427f5255c5ddca3b	2026-08-01T13:26:21-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	0	0
udt_bootstrap_closure_ownership_audit_2026-08-01/OUTPUT_OWNERSHIP_LEDGER.tsv	2798	2d44081b1a0146f1a8292040e27eccdc3bcce0ecaf475a6edb8e6c5566820905	9fe5202e86627aa47a5200ea776dcb468a6531f6	2026-08-01T13:38:56-04:00	9fe5202e86627aa47a5200ea776dcb468a6531f6	2026-08-01T13:38:56-04:00	NO	NO	NO	NO	NO	YES	1	0	1	0	0	0	0	1	0
udt_bootstrap_closure_ownership_audit_2026-08-01/PREMISE_LEDGER.tsv	2140	cdb1d3a5eb5eb7695aedf528d96a2224f7c7fefccd0b133e8b5c46b3a3266158	b8e00f23b5bf64214067077f427f5255c5ddca3b	2026-08-01T13:26:21-04:00	b8e00f23b5bf64214067077f427f5255c5ddca3b	2026-08-01T13:26:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_closure_ownership_audit_2026-08-01/derive_closure_ownership.py	18232	797d104dd991c312c0bfe57b00714776b4716a74f82775d98de4cd899a9ae6b8	9fe5202e86627aa47a5200ea776dcb468a6531f6	2026-08-01T13:38:56-04:00	9fe5202e86627aa47a5200ea776dcb468a6531f6	2026-08-01T13:38:56-04:00	NO	NO	NO	NO	NO	YES	1	0	1	0	0	0	0	1	0
udt_bootstrap_projector_admissibility_interface_2026-08-01/PREREGISTRATION.md	4514	1cee6a682f447ce4e84bf487d2ba9d7a140cf7a6befd54d5274fd2b4eb76059b	cf8f43a10eb83e553a355b2522aed21ac6cb4c0d	2026-08-01T21:54:04-04:00	cf8f43a10eb83e553a355b2522aed21ac6cb4c0d	2026-08-01T21:54:04-04:00	NO	NO	NO	NO	NO	YES	1	0	2	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/AUDIT_REPORT.md	11626	ed33cd7a8fe21fe8619f2a6ba3b632d5b76e79da1cd3b8be18540fb88a4f9856	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	NO	NO	NO	NO	NO	YES	4	2	0	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/CHANNEL_CANDIDATES.tsv	3821	f194f5b68edab15cfd7020c032e6b9a803d0e65a687ff864305babcaf981e42f	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	NO	NO	NO	NO	NO	YES	4	2	0	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/CHANNEL_OUTCOMES.tsv	5859	2c09773fec571c39ba5daeebe155f1467cd20df1d3ef74bcc319432340133e4c	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	NO	NO	NO	NO	NO	YES	6	3	0	0	1	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/COMPLETENESS_MAP.md	1534	7ebbbbb41a556ec22ddcbf66a1f5779a073b93827d9d8a90f50ac016fa856c56	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/NEXT_STEP.md	1537	12ac83f65b01ead275ef00f7968c01f70779588f22ba78c70429c48249d89451	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	NO	NO	NO	NO	NO	YES	2	1	0	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/PREMISE_LEDGER.tsv	2979	36e6fdf3b9bd02b5a9047881b60a14eb3af1b5092de3c6ff95fe1dcb0370c892	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/PREREGISTRATION.md	6017	93ab7e42ba548dd28f1c7fce04c9a446c3eea415b9253fd28f4d4b1abe82f5fd	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	3e3237b341c5fa7fb7eb8ba8311293766daec489	2026-07-23T23:06:30-04:00	NO	NO	NO	NO	NO	YES	1	0	1	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/REPOSITORY_GATES.json	34891	d531c6ecd40d8c6389f2152999e82c62812a7a3a9d8b69a9981e95159d1f5aaf	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	2	0	1	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/STATUS_LEDGER.tsv	3653	d2ac7d66f391f5981760566d0fee6abc3b971f6393dbc57a2e9cce8f4101bee6	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/derive_bootstrap_substrate_micro.py	23802	815bb0ff5b96c29b0786e4313c2672b81375acbe33af5f9cde91a0bf33317911	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	NO	NO	NO	NO	NO	YES	3	1	0	0	1	0	0	0	0
udt_bootstrap_substrate_micro_closure_audit_2026-07-23/verify_repository_gates.py	14294	68d53d32aa4b63a698378ab1a5d849cbd4a0fb446392481a85f65d4f39466dd7	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	15b1f1d8c154acfebf6b01b7aaf042d735ad0c6e	2026-07-23T23:16:32-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	2	0	0	0	0
udt_bootstrap_to_local_response_map_audit_2026-07-25/EXACT_DERIVATION.md	9425	c677aeb41e74d8d91978d661cd68db428d497a4bdf91c7a5ef78938c2e361fd4	0a7f85d573b9ef967106783f305307cb953db372	2026-07-25T22:51:21-04:00	0a7f85d573b9ef967106783f305307cb953db372	2026-07-25T22:51:21-04:00	NO	NO	NO	NO	NO	YES	1	0	0	0	0	0	0	0	0
udt_bootstrap_to_local_response_map_audit_2026-07-25/PREMISE_LEDGER.tsv	2776	49dd5e209bfb09a09b210f1241de98d5f487004676598989c3328ddcb24ba200	272598e31f65d72877c5c230ed791c2c91167083	2026-07-25T22:30:25-04:00	272598e31f65d72877c5c230ed791c2c91167083	2026-07-25T22:30:25-04:00	NO	NO	NO	NO	NO	YES	2	0	0	0	0	0	0	1	0
udt_branchwise_projector_holonomy_census_2026-08-01/AUDIT_REPORT.md	8549	4ce72343b7424654327e66b17cdc8f63347e3760ccaeca8320079b3a83f73c1b	1fc819ee1f31c7542a17e5a82406208b61bb4ff6	2026-08-01T21:02:26-04:00	1fc819ee1f31c7542a17e5a82406208b61bb4ff6	2026-08-01T21:02:26-04:00	NO	NO	NO	NO	NO	YES	4	0	0	0	1	0	0	0	0
