path	source_sha256	first_date	current_control	current_frontier	frozen_manifest	historical_or_pre_july	focused_hit_count	dependency_flags	family_id	disposition	dependency_type	family_ruling	reuse_gate	manual_review_status
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/SOURCE_LINEAGE.tsv	a3b9eeb44b13edaccad3d3b6e8f5ab29ba35694c5f8d26bcb807bdc0132514b2	2026-07-24T17:00:13-04:00	NO	NO	NO	NO	2	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/STATUS_LEDGER.tsv	66fd329e259a4c038b052bb40b85ff6904cb5d6ab54e63d3f7c80ebb05bd0428	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/derive_intrinsic_solder.py	34c56ae02a6c74af977d921b550e6edae30fe28b576812b35f69eca9ec1ee89d	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_clock_transverse_solder_audit_2026-07-24/verify_intrinsic_solder_independent.py	40696bc041fee2c03271602afaad6b575094a087565f5db44d713d483f6dd1f0	2026-07-24T17:10:40-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_defect_transport_atlas_2026-08-02/CANDIDATE_BINDING.tsv	26daa0b9ff3f724c1ac0a46b80e705c52838ec498d2c778b23175ee4fc2a2f74	2026-08-02T11:17:56-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_defect_transport_atlas_2026-08-02/COLD_REVIEW_RETURN.md	00d138d2d326973fbcd8a1430884e7a06cfe37120ddc4c92a5179498e8f27d71	2026-08-02T11:41:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_defect_transport_atlas_2026-08-02/EXACT_DERIVATION.md	4b005550ec1991f2079fa4681d01e4eb2ab126a990807f0a2f657a9870d12f91	2026-08-02T11:41:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_defect_transport_atlas_2026-08-02/PREREGISTRATION.md	020d44acf166ce3a0a0638485f1439dd4414c3f90655316cd2746044b14a2fc1	2026-08-02T11:17:56-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/AUDIT_REPORT.md	12334ba4ced3b58122240079c3b2977a2fd48db58991a0b2f55a392db4ced0cc	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/CANDIDATE_UNIVERSE.tsv	a8c7c8f8c2c3992256e8b27d1e20bdd26b4f1e12d9ad5996b435531276ec2c9d	2026-08-02T10:16:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/CATCH_PROOFS.tsv	52d955355cfb4f663baa9c911054b0f9060e87a4cca5fd0060bd8922f704b501	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/COMPLETENESS_MAP.md	e3bfa26b103be3592f07d9abc3dbb6c874a41614faa6f443c61896b983274c1e	2026-08-02T10:16:31-04:00	NO	NO	NO	NO	1	stationary_killing	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/EXACT_DERIVATION.md	f202807cf9438e3ce2fe75668398f179216e82fea0dd4087e2f355f91d86b006	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	1	independent_phi_variation	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/FALSIFICATION_CONTRACT.tsv	9727ad6f6cc334d2fe345c9c1a8b2128d2d9060d37ee1524f818bb33b7e22915	2026-08-02T10:16:31-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/GEOMETRIC_RESULT.json	d5750374190101f9766d4f902e5ae8db680f68f7fd4bd2e6c7a494a2256ee28e	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/LAY_REPORT.md	f1529cb437dd7c3f3a4184d35d2f0631b6e760335f3c086fc98b6280137ba9d2	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/NEXT_STEP.md	860b7f4d8b70d2e7965b4ce32ea36d4ec06e236531acfafffcd7bb68595bdca3	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/PREMISE_LEDGER.tsv	e060082abcf5a2a0c8f7af59f02fdcf0262cc9719779409755062a904ba4aca2	2026-08-02T10:16:31-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/PREREGISTRATION.md	16128a6cc0d9d7e78b7d07bf898c6cdca5ba2fa4d26f0b314976e02d4c8476b8	2026-08-02T10:16:31-04:00	NO	NO	NO	NO	2	independent_phi_variation;supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/PREREGISTRATION_SCOPE_CLARIFICATION.md	044edcfdb8efc04c74896dcd577e03248c0df2fd5829ef99a250aa14a45a5ad3	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/RESULT_ATLAS.tsv	1cb6c40c0e0b10c658b8528661a690660236f85eff2736801e1de8c7c17c8fcb	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/STATUS_LEDGER.tsv	7596028248ca9ad608a962857477416e486dc2b6db9570aebec1cf6d958856eb	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/derive_adjudication.py	71ef1b79a1ef7b4e76dbf2f01421e5fa14e865f4de4cbfde12b1171455572900	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/derive_geometry_atlas.py	4dd1f6a2794d408289786e074fdca86f73bf0ac564e8968cb3f2f64ee167777a	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/verify_semantics.py	1a590d4fe117b5b1b8486a89213034509c14a28a29e80706c95aee51a9ef32c9	2026-08-02T10:43:24-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_optical_transport_atlas_2026-07-27/AUDIT_REPORT.md	0fc181041af37e986e08795e0248930196a7b5cef711fb86796152c2e7457fd6	2026-07-27T10:38:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_optical_transport_atlas_2026-07-27/CHECKPOINT_ATLAS.tsv	7b8ab49bf978fa7ed831744c4ad4a00c6d2928eb7d6de66f40125cb0e4b7f81b	2026-07-27T10:38:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_optical_transport_atlas_2026-07-27/EXACT_DERIVATION.md	dea01811401e28c0d35ad197e417a91f015e9d0701051ce779cacb9274c3220f	2026-07-27T10:38:03-04:00	NO	NO	NO	NO	1	endpoint_difference	F14A_METRIC_ATLAS_AND_CHECKPOINT	CONDITIONAL_REINTERPRETATION_ONLY	SUPPLIED_CONFIGURATION_ATLAS	These metric-led maps vary or catalogue supplied pointwise phi profiles, jets or coframes without deriving their physical ownership. Their exact configuration-space findings survive.	Retain as conditional atlas/checkpoint evidence; no native profile, action or source authority.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_optical_transport_atlas_2026-07-27/PREMISE_LEDGER.tsv	7266ad41d9e117e0b11fe6fa11a3422cd909f5b623300c5d399b9fa82862ba81	2026-07-27T10:27:10-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_optical_transport_atlas_2026-07-27/PREREGISTRATION.md	7aa4e5d89a1a951c4c742e4352321a0b6ba37790c05059d857d582de5e08fa1e	2026-07-27T10:27:10-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_optical_transport_atlas_2026-07-27/integrate_transport_atlas.py	1a90055e8d80a9f6534acd44c48e1d77a808d1f944642e9cee5dc5ddd5a4ee85	2026-07-27T10:38:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_optical_transport_atlas_2026-07-27/transport_geometry.py	aa3069b1eb74cea537f8a461507d8a2d738bd6422ac4cfe8cd2c2a0329f25b69	2026-07-27T10:38:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_optical_transport_atlas_2026-07-27/verify_transport_independent.py	909dca2ce01ee095b09e400ba97032669c71e9b644635075887e2759370fc47d	2026-07-27T10:38:03-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/AUDIT_REPORT.md	01d765a8a1f6a0f443a08171451c75b8c190cf2451eb5fff98c3cfd58344df00	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/CATCH_PROOFS.tsv	6e6cb8e698830bb645b110c6e2525156232806a4a0bf8019c2786bedf9c67e84	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DEFORMATION_AXIS_OUTCOMES.tsv	f73a461c1f701d10a76a17de758af78153479fae74de044d1cd2a8a7bccf271c	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	1	supplied_conditional	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DEFORMATION_AXIS_UNIVERSE.tsv	2fe4ca1bca4a82b37b0f5b97c9b85aa4efa0ef72f717302d5be4f455690d254e	2026-07-27T08:50:09-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DEGENERATION_STRATUM_OUTCOMES.tsv	b270a5f373fe30186e49f3ddfdf40d7b7d5edb425636bda927cf0015defd2ce0	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	1	selection_or_ownership	F14_MODERN_EXPLICIT_AUDIT	OPEN_DEPENDENCY_ALREADY_STAMPED	EXPLICIT_PREMISE_AUDIT	Post-correction audit families generally expose supplied profiles, charts, branches and open physical selection. Their mathematics remains within those scopes.	Reuse only with the package premise ledger and the present relational-ownership overlay.	LINE_LEVEL_OR_FAMILY_SOURCE_REVIEWED
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DEGENERATION_STRATUM_UNIVERSE.tsv	474db3894e6ee950634ef0dc244b7065ee7efc2e94b8bc424f382e0a385223ca	2026-07-27T08:50:09-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DERIVATION_RESULT.json	8cf662829b1a34d41acedc3f721182d2a4d29e655792a5676c0b7a6514bb08aa	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/DERIVATION_STDOUT.txt	ab4ce1c87fb72fe2a849af731c960c3745c1a1ffcc06bcf11d26479a702a38b5	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/EXACT_DERIVATION.md	43d460876a904efb3384ef9ae368dcaf81cf55663e1a66f185ffadd3a80ee97b	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/FALSIFICATION_CONTRACT.tsv	1e6883f5f8016419da689e2abe9e682d49b9e5a72cf2522babe5a9b4a40308f5	2026-07-27T08:50:09-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/INDEPENDENT_RESULT.json	fd91a605c04fe936dc15b48ab71ad4ac498b05bba944ffa25cd4c0f908b6c9aa	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/OPENNESS_GATE_OUTCOMES.tsv	6906d030d32bd37286e527ba5f8050cc09f455c1d7d8d8343b331aa3ac15ae29	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/PREREGISTRATION.md	edc22ce9e839b391c44c0da6567d9508f7fe5cd7b219005eb576bf8701b535b5	2026-07-27T08:50:09-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/PREREGISTRATION_CORRECTION.md	0fbdce106569863cc09d8aeeadc992b9c26006a3d56fda55c8aac94530fcccf3	2026-07-27T08:54:41-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/PROPERTY_GATE_UNIVERSE.tsv	06f78544361ca19c3692b8be5d3ead8c2b9330b26958ef0e68ff79b2b5225954	2026-07-27T08:50:09-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/STATUS_LEDGER.tsv	d0c3da4a2dd787baff798643eb30feb49321c6d3227313115ae107fc062da42e	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/derive_deformation_neighborhood.py	310ea342f061e18ac1f7908253f194c6917b414c0fd8db0275bbec2b96b49678	2026-07-27T08:58:02-04:00	NO	NO	NO	NO	0	NONE	F19_BROAD_ONLY	NO_RELEVANT_SEMANTIC_DEPENDENCY	INCIDENTAL_TOKEN	The file contains broad phi/depth notation but no registered ownership-risk phrase.	No action.	MECHANICAL_BROAD_ONLY
