current_path	primary_owner	migration_readiness	blocking_or_change_requirement	inbound_dependency_categories	inbound_dependency_sources	unresolved_dynamic_touches	recommended_destination_if_migrated
noNull_energy.py	PARTICLE_MASS	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES;MANIFEST_EDGE_TARGET	MANIFEST;PYTHON_IMPORT;STARTUP;TEXT_REFERENCE	HANDOFF_ARCHIVE.md;INDEX.md;LIVE.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt;UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md;UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt;UDT_NATIVE_ACTION_STAGE2_LAUNCH_RECORD_2026-07-18.md;UDT_NATIVE_ACTION_STAGE2_RETURN_2026-07-18.md;archive/LIVE_h3_stability_layers_2026-07-11_12.md;archive/native_action_chat_2026-07-14_15/UDT_CSN_DIMENSIONLESS_ACTION_REFERENCE_BRANCH_VERIFY_DISPATCH.md;codex_rehearsal_transcript.txt;native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt;native_action_arm_c_2026-07-18/LAUNCH_SCRIPT.sh;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv;native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6.md;native_action_stage2_2026-07-18/arm_A/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv;native_action_stage2_2026-07-18/arm_A/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_A/LAUNCH_PROMPT.txt;native_action_stage2_2026-07-18/arm_A/LAUNCH_SCRIPT.sh;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6.md;native_action_stage2_2026-07-18/arm_B/D6_RETURN/D6_DISCLOSURE_CENSUS.tsv;native_action_stage2_2026-07-18/arm_B/D6_RETURN/RECEIVED_A1_A6_SHA256SUMS.txt;native_action_stage2_2026-07-18/arm_B/LAUNCH_PROMPT.txt;native_action_stage2_2026-07-18/arm_B/LAUNCH_SCRIPT.sh;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round1_transcript.txt;native_action_sync_audit_2026-07-17/round2_transcript.txt;native_action_sync_audit_2026-07-17/round3_transcript.txt;native_action_sync_audit_2026-07-17/round4_transcript.txt;native_action_sync_audit_2026-07-17/round5_transcript.txt;native_action_sync_audit_2026-07-17/round6_transcript.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;noNull_behavioral_F.py;noNull_boundary_virial.py;noNull_boxscout_build.py;noNull_curvature_check.py;noNull_evidence_seal.py;noNull_hess_256_bs8_run_log.txt;noNull_hess_refine.py;noNull_hess_residual_diag.py;noNull_phaseG_mass.py;noNull_phaseG_mass_ALL.json;noNull_precond.py;noNull_residual_decomp.py;noNull_residual_modes.py;noNull_resolve.py;noNull_schur_inertia.py;noNull_schur_verify.py;phaseG_evidence_2026-07-16/input_hashes.json;stability_branch_follow_256_DECISION.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt;verifier_evidence_2026-07-14/verify_audit.py;verifier_evidence_2026-07-14/verify_eps_seeds.py;verifier_evidence_2026-07-14/verify_hunt.py;verifier_evidence_2026-07-14/verify_rr.py;verify_noNull_behavioral_F.py;verify_noNull_boundary_virial.py;verify_noNull_phaseG_mass.py	0	-
noNull_evidence_checker.py	PARTICLE_MASS	MOVE_READY	NO_RECORDED_INBOUND_DEPENDENCY	NONE	NONE	0	research/particle_mass/noNull_evidence_checker.py
noNull_evidence_checker_output.txt	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	noNull_evidence_checker.py	0	-
noNull_evidence_seal.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	noNull_evidence_checker.py;verifier_evidence_2026-07-14/perturbation_bound_algebra_note.md	0	-
noNull_hess_256_bs8_run_log.txt	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_hess_bw2_N128_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_hess_bw2_N192_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_hess_bw2_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/LIVE_h3_stability_layers_2026-07-11_12.md	0	-
noNull_hess_h2fit_log.txt	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	FILE_PATH;STARTUP;TEXT_REFERENCE	HANDOFF.md;INDEX.md;LIVE.md;codex_rehearsal_transcript.txt;noNull_evidence_checker.py	0	-
noNull_hess_refine.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;LIVE.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;artifact_manifest.json;codex_rehearsal_transcript.txt;noNull_artifact_manifest.py;noNull_hess_refine_192_log.txt	0	-
noNull_hess_refine_192_log.txt	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_hess_refine_256_log.txt	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;codex_rehearsal_transcript.txt	0	-
noNull_hess_refine_N128_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	noNull_evidence_seal.py	0	-
noNull_hess_residual_diag.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	LIVE.md;codex_rehearsal_transcript.txt;noNull_hess_refine_256_log.txt	0	-
noNull_nk_converged_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_nk_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	codex_rehearsal_final.md;codex_rehearsal_transcript.txt;noNull_resolve.py	0	-
noNull_nk_traj.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	codex_rehearsal_final.md;codex_rehearsal_transcript.txt;noNull_resolve.py	0	-
noNull_phaseG_mass.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;artifact_manifest.json;codex_rehearsal_transcript.txt;noNull_phaseG_mass_results.md;phaseG_evidence_2026-07-16/environment.txt	0	-
noNull_phaseG_mass_ALL.json	PARTICLE_MASS	BLOCKED	UNRESOLVED_DYNAMIC_OR_AMBIGUOUS_PATH_TOUCH	FILE_PATH;STARTUP;TEXT_REFERENCE	LIVE.md;UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;codex_rehearsal_transcript.txt;noNull_phaseG_mass.py;noNull_phaseG_mass_results.md;phaseG_evidence_2026-07-16/phaseG_production.log;verify_noNull_phaseG_mass.py	1	-
noNull_phaseG_mass_results.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	HANDOFF.md;INDEX.md;LIVE.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;codex_rehearsal_transcript.txt	0	-
noNull_phaseG_mass_verify.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;verify_noNull_phaseG_mass.py	0	-
noNull_precond.py	PARTICLE_MASS	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;STARTUP;TEXT_REFERENCE	INDEX.md;archive/LIVE_h3_stability_layers_2026-07-11_12.md;codex_rehearsal_transcript.txt;noNull_behavioral_F.py;noNull_evidence_seal.py;noNull_hess_refine.py;noNull_phaseG_mass.py;noNull_resolve.py;noNull_schur_inertia.py;stability_branch_follow_256_DECISION.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt;verify_noNull_behavioral_F.py;verify_noNull_boundary_virial.py	0	-
noNull_relax_lbfgs_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_relax_lbfgs_traj.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_residual_decomp.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_h3_stability_layers_2026-07-11_12.md;codex_rehearsal_transcript.txt;stability_branch_follow_256_DECISION.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
noNull_residual_modes.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/LIVE_h3_stability_layers_2026-07-11_12.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
noNull_resolve.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;UDT_H3_BOUNDARY_VIRIAL_CLOSURE_BEFORE_F_DISPATCH.md;archive/LIVE_h3_stability_layers_2026-07-11_12.md;artifact_manifest.json;codex_rehearsal_transcript.txt;noNull_artifact_manifest.py;noNull_boxscout_build.json;noNull_boxscout_build.py;noNull_downsample.py;noNull_hess_residual_diag.py;noNull_phaseG_mass.py;stability_branch_follow_256_DECISION.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
noNull_resolve_U1deflated_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_resolve_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	codex_rehearsal_final.md;codex_rehearsal_transcript.txt	0	-
noNull_resolve_undeflated_out.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_schur_inertia.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	noNull_schur_inertia.py;noNull_schur_verify.py	1	-
noNull_schur_inertia.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;artifact_manifest.json;codex_rehearsal_transcript.txt;noNull_artifact_manifest.py	0	-
noNull_schur_inertia_ALL.json	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	HANDOFF.md;INDEX.md;LIVE.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;codex_rehearsal_transcript.txt;phaseG_evidence_2026-07-16/input_hashes.json	0	-
noNull_schur_inertia_N128.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_schur_inertia_N192.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_schur_inertia_N256.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	NONE	NONE	0	-
noNull_schur_verify.json	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	FILE_PATH;STARTUP;TEXT_REFERENCE	LIVE.md;UDT_H3_CORRECTED_G_THEN_F_SEQUENCING_DISPATCH.md;codex_rehearsal_transcript.txt;noNull_schur_verify.py	0	-
noNull_schur_verify.py	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	INDEX.md;codex_rehearsal_transcript.txt	0	-
noNull_schur_verify_output.txt	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	noNull_schur_verify.py	0	-
noNull_stability_evidence.json	PARTICLE_MASS	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	FILE_PATH;TEXT_REFERENCE	noNull_evidence_checker.py;noNull_evidence_seal.py;verifier_evidence_2026-07-14/perturbation_bound_algebra_note.md	1	-
noNull_virial_identity_derivation.md	PARTICLE_MASS	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	STARTUP;TEXT_REFERENCE	HANDOFF.md;INDEX.md;UDT_H3_BOUNDARY_AUDIT_PATCH_THEN_F_DISPATCH.md;codex_rehearsal_transcript.txt;noNull_boundary_virial_results.md	0	-
no_selector_audit_cas.py	NATIVE_ACTION	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	no_selector_audit_results.md	0	-
no_selector_audit_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-05_evening_arc.md;native_readout_map_selector_audit_results.md	0	-
node05_seal_parity_regrade_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;NEGATIVES_REGISTRY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_DERIVATION_RESULTS.md;archive/native_action_chat_2026-07-14_15/UDT_FINITE_CELL_BOUNDARY_VERIFY_DISPATCH.md;microphysics_reentry_omega_reframe_MAP.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;node1_seal_spin_verdict_results.md	0	-
node1_seal_spin_verdict_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;microphysics_reentry_omega_reframe_MAP.md;node23_precompute_map.md	0	-
node23_precompute_map.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;p16_phi_sourcing_decision_note.md	0	-
node3_f4_test_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;hopfion_arc_scripts_2026-07-05/README.md	0	-
node_H1_hopfion_compactification_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_backreaction_mass_MAP.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	0	-
node_H2_charge_ledger_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;d1_charge_channel_projection_MAP.md	0	-
node_H3_hopfion_solve_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_N5_whole_cell_criticality_MAP.md;H4_N5a_whole_cell_criticality_rederivation_results.md;H4_backreaction_mass_MAP.md;HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_hopfion_H3_arc_2026-07-05.md;d1_charge_channel_projection_MAP.md;hopfion_arc_scripts_2026-07-05/README.md;hopfion_fixedQ_collective_phase0.py;no_selector_audit_results.md;verifier_evidence_2026-07-14/blind_verifier_raw_output.txt	0	-
node_R0_defect_coherence_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	H4_backreaction_mass_MAP.md;NEGATIVES_REGISTRY.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md	0	-
nonstationary_opener_results.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	NEGATIVES_REGISTRY.md;STATE.md;archive/w_stiffness_push_declaration.md;legacy/root_oneoffs_2026-07-01/ns_scan_core.py;legacy/root_oneoffs_2026-07-01/ns_scan_evolve.py;legacy/root_oneoffs_2026-07-01/ns_scan_fork.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line1_transport_loop.py;legacy/root_oneoffs_2026-07-01/w2_arm1_line3_square_origin.py;legacy/root_oneoffs_2026-07-01/w_stiffness_routeC_sector_audit.py;ns_scan_results.md;rescued_workspaces/2026-06-11/README.md;solution_space_map.md;w_stiffness_results.md	0	-
ns_scan_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;solution_space_map.md	0	-
ns_scan_verifier_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE;REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;NEGATIVES_REGISTRY.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;solution_space_map.md	0	-
one_body_null_deflection_cas.py	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	one_body_null_deflection_cas.py;one_body_null_deflection_results.md	0	-
one_body_null_deflection_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-05_evening_arc.md;one_body_shapiro_delay_results.md;solar_light_sector_confrontation_results.md	0	-
one_body_shapiro_delay_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_2026-07-05_evening_arc.md;solar_light_sector_confrontation_results.md	0	-
open_domain_discreteness_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	STATE.md;archive/branch_iii_hunt_results.md;archive/solution_space_baseline.md;grok/quarantine_free_DA/macro_sector_fork_resolution.md	0	-
origin_prompts_screenshot_2025-08-12.png	UNKNOWN_BLOCKED	BLOCKED	OWNERSHIP_OR_OPAQUE_DATA_UNRESOLVED	TEXT_REFERENCE	PROVENANCE.md	0	-
p16_native_derivation_contract.md	LEGACY_FROZEN	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt	0	-
p16_phi_sourcing_decision_note.md	LEGACY_FROZEN	IMMUTABLE_PATH	REFERENCED_BY_SIX_FROZEN_PACKAGES	TEXT_REFERENCE	CANON.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;derived_background_and_phi_coupling_DESIGN.md;macro_phi_blindness_reaudit.md;native_action_arm_c_2026-07-18/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_A/OUTER_TRANSCRIPT.txt;native_action_stage2_2026-07-18/arm_B/OUTER_TRANSCRIPT.txt;native_action_sync_audit_2026-07-17/round7_transcript.txt;native_action_sync_audit_2026-07-17/round8_transcript.txt;native_action_sync_audit_2026-07-17/round9_banked_transcript.txt;p16_native_derivation_contract.md	0	-
p1_VERIFIER.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	archive/EVERYTHING_ON_SOLVER_P2_MAP.md;p1_VERIFIER.md;p2_matter_fullmetric_results.md	0	-
p1_purity_harness_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md;P1_PURITY_HARNESS_MAP.md	0	-
p1_residual_general_einstein.py	LEGACY_FROZEN	IMPORT_MIGRATION_REQUIRED	PYTHON_IMPORT_OR_TEST_PATH_CLOSURE_REQUIRED	PYTHON_IMPORT;TEST;TEXT_REFERENCE	HANDOFF_ARCHIVE.md;N5d_solver_build_plan.md;P1_PURITY_HARNESS_MAP.md;STATE.md;archive/EVERYTHING_ON_SOLVER_P2_MAP.md;archive/INDEX_pre_simple_metric_WR_L_2026-07-09.md;archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md;archive/MIGRATION.md;archive/SOLVER_COMPLETENESS_MAP.md;archive/pre_2026-07-01/p1_offdiag_wiring_results.md;archive/pre_native_coupled/D1_FIX_DESIGN.md;archive/pre_native_coupled/SOLVER_AUDIT_2026-06-29.md;archive/pre_native_coupled/p1_VERIFIER.md;branch_operator_contamination_ledger.md;cell_solver_f2d.py;check_winding_survival.py;codex_rehearsal_transcript.txt;galerkin_basis.py;legacy/_verif_b_and_nth.py;legacy/_verif_hybrid_sweep.py;legacy/p1_validate.py;legacy/p2_residual_fullmetric.py;legacy/p2c_shear_observe.py;legacy/root_oneoffs_2026-07-01/basin_audit.py;legacy/root_oneoffs_2026-07-01/caveat3_offdiag_off_control.py;legacy/root_oneoffs_2026-07-01/d1_continue_x1.py;legacy/root_oneoffs_2026-07-01/d1_determinacy_check.py;legacy/root_oneoffs_2026-07-01/d1_determined_posing_check.py;legacy/root_oneoffs_2026-07-01/d1_equilibration_diag.py;legacy/root_oneoffs_2026-07-01/d1_galerkin_continue.py;legacy/root_oneoffs_2026-07-01/d1_galerkin_floor.py;legacy/root_oneoffs_2026-07-01/d1_galerkin_warm.py;legacy/root_oneoffs_2026-07-01/d1_gauge_check.py;legacy/root_oneoffs_2026-07-01/d1_lsfloor_test.py;legacy/root_oneoffs_2026-07-01/d1_nullspace_localization.py;legacy/root_oneoffs_2026-07-01/d1_radial_localize.py;legacy/root_oneoffs_2026-07-01/d1_residual_localize.py;legacy/root_oneoffs_2026-07-01/d1_resolve_and_regrade.py;legacy/root_oneoffs_2026-07-01/d1_smax_source.py;legacy/root_oneoffs_2026-07-01/d1_smin_diagnosis.py;legacy/root_oneoffs_2026-07-01/d1_softmode_characterize.py;legacy/root_oneoffs_2026-07-01/d1_svdls_test.py;legacy/root_oneoffs_2026-07-01/galerkin_basis_validate.py;legacy/root_oneoffs_2026-07-01/kte_grid_measure.py;legacy/root_oneoffs_2026-07-01/native_object_characterization.py;legacy/root_oneoffs_2026-07-01/ponder_horizon_signatures.py;legacy/root_oneoffs_2026-07-01/spectral_resolution_check.py;legacy/root_oneoffs_2026-07-01/x_solution_space_explore.py;migration_convergence_guard.py;p1_purity_harness_results.md;p1_residual_general_einstein.py;tests/test_operator_from_action.py;tests/test_solution_space_gate.py;tests/test_solver_integrity.py	0	-
p2_VERIFIER.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	STATE.md;archive/p5a_prime_VERIFIER.md;p3_aphi_coupling_results.md	0	-
p2_matter_fullmetric_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	STATE.md;branch_operator_contamination_ledger.md;p3_aphi_coupling_results.md	0	-
p2_operator_from_action_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	HANDOFF_ARCHIVE.md	0	-
p3_VERIFIER.md	LEGACY_FROZEN	POINTER_MIGRATION_REQUIRED	EXACT_MUTABLE_POINTER_CLOSURE_REQUIRED	TEXT_REFERENCE	STATE.md;legacy/root_oneoffs_2026-07-01/p3fix_aphi_ruler.py;p3_aphi_FIX_results.md	0	-
p3_aphi_FIX_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	STATE.md;branch_operator_contamination_ledger.md	0	-
p3_aphi_coupling_results.md	LEGACY_FROZEN	IMMUTABLE_PATH	R0_FROZEN_EVIDENCE	TEXT_REFERENCE	STATE.md;branch_operator_contamination_ledger.md;p3_VERIFIER.md	0	-
