edge_id	direction_id	bank	point_id	from_configuration	to_configuration	from_radius	to_radius	delta_determinant	delta_scalar_curvature	delta_riemann_max_abs	ricci_rank_change	curvature_rank_change	shear_rank_change	twist_rank_change	from_geometry_class	to_geometry_class	from_dphi_class	to_dphi_class	diagnostic_tuple_changed	physical_transition_claimed
D14_B3_P7_E4	D14	B3	P7	R14_3_B3_P7	R14_4_B3_P7	0.75	1.0	0.002690440139421879	-0.141190429783431	0.08195039277108446	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B0_P0_E0	D15	B0	P0	O00_B0_P0	R15_0_B0_P0	0.0	0.125	0.0	-0.027183104541161605	0.018496176406086764	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D15_B0_P0_E1	D15	B0	P0	R15_0_B0_P0	R15_1_B0_P0	0.125	0.25	0.0	-0.022239231576356638	0.01795396906506743	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B0_P0_E2	D15	B0	P0	R15_1_B0_P0	R15_2_B0_P0	0.25	0.5	0.0	-0.02964684425829832	0.040895843983915624	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B0_P0_E3	D15	B0	P0	R15_2_B0_P0	R15_3_B0_P0	0.5	0.75	0.0	-0.009871352399078534	0.05388608928222724	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B0_P0_E4	D15	B0	P0	R15_3_B0_P0	R15_4_B0_P0	0.75	1.0	0.0	0.009904139460141306	0.07390712344612385	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B0_P4_E0	D15	B0	P4	O00_B0_P4	R15_0_B0_P4	0.0	0.125	0.0024692244512829475	-0.02695800001816663	0.018241653064553158	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D15_B0_P4_E1	D15	B0	P4	R15_0_B0_P4	R15_1_B0_P4	0.125	0.25	0.0024650549008178313	-0.021520644610377795	0.017282279422505195	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B0_P4_E2	D15	B0	P4	R15_1_B0_P4	R15_2_B0_P4	0.25	0.5	0.004917629301282256	-0.026473643613303857	0.04583102657006075	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B0_P4_E3	D15	B0	P4	R15_2_B0_P4	R15_3_B0_P4	0.5	0.75	0.004901035433783951	-0.003967681202916018	0.05776998712188984	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B0_P4_E4	D15	B0	P4	R15_3_B0_P4	R15_4_B0_P4	0.75	1.0	0.004884497560021517	0.019022841756539552	0.06817831300984892	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P1_E0	D15	B1	P1	O00_B1_P1	R15_0_B1_P1	0.0	0.125	0.021706112394532573	0.042946973135454425	0.027437427471234933	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D15_B1_P1_E1	D15	B1	P1	R15_0_B1_P1	R15_1_B1_P1	0.125	0.25	0.021383907456663076	0.04314543285734501	0.028451813366741477	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P1_E2	D15	B1	P1	R15_1_B1_P1	R15_2_B1_P1	0.25	0.5	0.0418202603090434	0.0871441532533398	0.05980429136472392	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P1_E3	D15	B1	P1	R15_2_B1_P1	R15_3_B1_P1	0.5	0.75	0.04058791753533186	0.08872620938666131	0.06341327655184927	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P1_E4	D15	B1	P1	R15_3_B1_P1	R15_4_B1_P1	0.75	1.0	0.0393918889476319	0.09086216219256427	0.06668160409905227	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P5_E0	D15	B1	P5	O00_B1_P5	R15_0_B1_P5	0.0	0.125	0.04036180267281009	0.04141009897803254	0.027671312416501958	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D15_B1_P5_E1	D15	B1	P5	R15_0_B1_P5	R15_1_B1_P5	0.125	0.25	0.039247741068953124	0.03864448797484248	0.029143994655714132	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P5_E2	D15	B1	P5	R15_1_B1_P5	R15_2_B1_P5	0.25	0.5	0.07527544933868624	0.06972482455606506	0.062446856414845583	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P5_E3	D15	B1	P5	R15_2_B1_P5	R15_3_B1_P5	0.5	0.75	0.07117731124702509	0.06039195108465789	0.0673659691571678	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B1_P5_E4	D15	B1	P5	R15_3_B1_P5	R15_4_B1_P5	0.75	1.0	0.06730228355810342	0.051251510541860223	0.07121523452794146	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P2_E0	D15	B2	P2	O00_B2_P2	R15_0_B2_P2	0.0	0.125	0.027862246480790276	0.03217990929225839	0.021431055751355794	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D15_B2_P2_E1	D15	B2	P2	R15_0_B2_P2	R15_1_B2_P2	0.125	0.25	0.0273313616006734	0.02766143528331353	0.022986176691938913	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P2_E2	D15	B2	P2	R15_1_B2_P2	R15_2_B2_P2	0.25	0.5	0.05311033756417749	0.041403178256833005	0.05044146395406714	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P2_E3	D15	B2	P2	R15_2_B2_P2	R15_3_B2_P2	0.5	0.75	0.05110569963133438	0.0221820345524415	0.06575308085273172	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P2_E4	D15	B2	P2	R15_3_B2_P2	R15_4_B2_P2	0.75	1.0	0.049176726313444385	0.0020858863776955783	0.08532240136946936	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P6_E0	D15	B2	P6	O00_B2_P6	R15_0_B2_P6	0.0	0.125	-0.06278924372545647	0.030300752700041608	0.021650542071060843	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	SPACELIKE	YES	NO
D15_B2_P6_E1	D15	B2	P6	R15_0_B2_P6	R15_1_B2_P6	0.125	0.25	-0.06548535989607229	0.022450267543538828	0.023771191858167656	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P6_E2	D15	B2	P6	R15_1_B2_P6	R15_2_B2_P6	0.25	0.5	-0.13952711496791936	0.02336355452970553	0.054491126439609634	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P6_E3	D15	B2	P6	R15_2_B2_P6	R15_3_B2_P6	0.5	0.75	-0.15176671969075306	-0.0024530780742822583	0.06480089599935875	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B2_P6_E4	D15	B2	P6	R15_3_B2_P6	R15_4_B2_P6	0.75	1.0	-0.1650800076457346	-0.025362000969970946	0.0764600258764428	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	SPACELIKE	SPACELIKE	NO	NO
D15_B3_P3_E0	D15	B3	P3	O00_B3_P3	R15_0_B3_P3	0.0	0.125	0.005188725645890235	-0.06853759754790884	0.03566942204228431	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D15_B3_P3_E1	D15	B3	P3	R15_0_B3_P3	R15_1_B3_P3	0.125	0.25	0.005170314131453413	-0.0692266172622637	0.03388762217240829	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B3_P3_E2	D15	B3	P3	R15_1_B3_P3	R15_2_B3_P3	0.25	0.5	0.010285654811185374	-0.1403889038505547	0.06256452701629721	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B3_P3_E3	D15	B3	P3	R15_2_B3_P3	R15_3_B3_P3	0.5	0.75	0.010212789714954873	-0.14275314348802048	0.05583922647985781	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B3_P3_E4	D15	B3	P3	R15_3_B3_P3	R15_4_B3_P3	0.75	1.0	0.010140440805817219	-0.1448607301136472	0.04937772823812228	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B3_P7_E0	D15	B3	P7	O00_B3_P7	R15_0_B3_P7	0.0	0.125	0.032578150409082296	-0.06845418298460572	0.03521269378906759	4	6	2	1	R0_K0_S0_T0_M0	R4_K6_S2_T1_M1	ZERO	TIMELIKE	YES	NO
D15_B3_P7_E1	D15	B3	P7	R15_0_B3_P7	R15_1_B3_P7	0.125	0.25	0.0318523437557503	-0.06901462469029022	0.03262503967179481	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B3_P7_E2	D15	B3	P7	R15_1_B3_P7	R15_2_B3_P7	0.25	0.5	0.06159158810761056	-0.13980701846324484	0.05825007612209142	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B3_P7_E3	D15	B3	P7	R15_2_B3_P7	R15_3_B3_P7	0.5	0.75	0.05887776859064342	-0.14235436944098773	0.05014336297906466	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
D15_B3_P7_E4	D15	B3	P7	R15_3_B3_P7	R15_4_B3_P7	0.75	1.0	0.05628352410976012	-0.14517416315799303	0.04344624617069373	0	0	0	0	R4_K6_S2_T1_M1	R4_K6_S2_T1_M1	TIMELIKE	TIMELIKE	NO	NO
