profile_id	lapse_name	lapse_a	shape_id	amplitude	q_of_s	max_abs_q	center_h_order_in_x	center_B_order_in_x	endpoint_q	behavior_class	center_status	signature_status	lapse_min	reflection_partner	physical_status
G75_AM_S44_E20	AM	-1/4	S44	1/5	-4*s**2/45 + 4*s/45 + 8/45	1/5	2	2	8/45	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S44_E20	A0	0	S44	1/5	-4*s**2/45 + 4*s/45 + 8/45	1/5	2	2	8/45	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S44_E20	AP	1/4	S44	1/5	-4*s**2/45 + 4*s/45 + 8/45	1/5	2	2	8/45	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S44_E50	AM	-1/4	S44	1/2	-2*s**2/9 + 2*s/9 + 4/9	1/2	2	2	4/9	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S44_E50	A0	0	S44	1/2	-2*s**2/9 + 2*s/9 + 4/9	1/2	2	2	4/9	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S44_E50	AP	1/4	S44	1/2	-2*s**2/9 + 2*s/9 + 4/9	1/2	2	2	4/9	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S44_E100	AM	-1/4	S44	1	-4*s**2/9 + 4*s/9 + 8/9	1	2	2	8/9	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S44_E100	A0	0	S44	1	-4*s**2/9 + 4*s/9 + 8/9	1	2	2	8/9	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S44_E100	AP	1/4	S44	1	-4*s**2/9 + 4*s/9 + 8/9	1	2	2	8/9	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S45_E05	AM	-1/4	S45	1/20	s/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S45_E05	A0	0	S45	1/20	s/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S45_E05	AP	1/4	S45	1/20	s/60 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S45_E20	AM	-1/4	S45	1/5	s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S45_E20	A0	0	S45	1/5	s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S45_E20	AP	1/4	S45	1/5	s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S45_E50	AM	-1/4	S45	1/2	s/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S45_E50	A0	0	S45	1/2	s/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S45_E50	AP	1/4	S45	1/2	s/6 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S45_E100	AM	-1/4	S45	1	s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S45_E100	A0	0	S45	1	s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S45_E100	AP	1/4	S45	1	s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S46_E05	AM	-1/4	S46	1/20	s**2/80 + s/80 + 1/40	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S46_E05	A0	0	S46	1/20	s**2/80 + s/80 + 1/40	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S46_E05	AP	1/4	S46	1/20	s**2/80 + s/80 + 1/40	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S46_E20	AM	-1/4	S46	1/5	s**2/20 + s/20 + 1/10	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S46_E20	A0	0	S46	1/5	s**2/20 + s/20 + 1/10	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S46_E20	AP	1/4	S46	1/5	s**2/20 + s/20 + 1/10	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S46_E50	AM	-1/4	S46	1/2	s**2/8 + s/8 + 1/4	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S46_E50	A0	0	S46	1/2	s**2/8 + s/8 + 1/4	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S46_E50	AP	1/4	S46	1/2	s**2/8 + s/8 + 1/4	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S46_E100	AM	-1/4	S46	1	s**2/4 + s/4 + 1/2	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S46_E100	A0	0	S46	1	s**2/4 + s/4 + 1/2	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S46_E100	AP	1/4	S46	1	s**2/4 + s/4 + 1/2	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S47_E05	AM	-1/4	S47	1/20	s**2/50 + s/100 + 1/50	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S47_E05	A0	0	S47	1/20	s**2/50 + s/100 + 1/50	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S47_E05	AP	1/4	S47	1/20	s**2/50 + s/100 + 1/50	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S47_E20	AM	-1/4	S47	1/5	2*s**2/25 + s/25 + 2/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S47_E20	A0	0	S47	1/5	2*s**2/25 + s/25 + 2/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S47_E20	AP	1/4	S47	1/5	2*s**2/25 + s/25 + 2/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S47_E50	AM	-1/4	S47	1/2	s**2/5 + s/10 + 1/5	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S47_E50	A0	0	S47	1/2	s**2/5 + s/10 + 1/5	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S47_E50	AP	1/4	S47	1/2	s**2/5 + s/10 + 1/5	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S47_E100	AM	-1/4	S47	1	2*s**2/5 + s/5 + 2/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S47_E100	A0	0	S47	1	2*s**2/5 + s/5 + 2/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S47_E100	AP	1/4	S47	1	2*s**2/5 + s/5 + 2/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S48_E05	AM	-1/4	S48	1/20	-s**2/60 + s/30 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S48_E05	A0	0	S48	1/20	-s**2/60 + s/30 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S48_E05	AP	1/4	S48	1/20	-s**2/60 + s/30 + 1/30	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S48_E20	AM	-1/4	S48	1/5	-s**2/15 + 2*s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S48_E20	A0	0	S48	1/5	-s**2/15 + 2*s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S48_E20	AP	1/4	S48	1/5	-s**2/15 + 2*s/15 + 2/15	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S48_E50	AM	-1/4	S48	1/2	-s**2/6 + s/3 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S48_E50	A0	0	S48	1/2	-s**2/6 + s/3 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S48_E50	AP	1/4	S48	1/2	-s**2/6 + s/3 + 1/3	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S48_E100	AM	-1/4	S48	1	-s**2/3 + 2*s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S48_E100	A0	0	S48	1	-s**2/3 + 2*s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S48_E100	AP	1/4	S48	1	-s**2/3 + 2*s/3 + 2/3	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S49_E05	AM	-1/4	S49	1/20	s**2/100 + s/50 + 1/50	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S49_E05	A0	0	S49	1/20	s**2/100 + s/50 + 1/50	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S49_E05	AP	1/4	S49	1/20	s**2/100 + s/50 + 1/50	1/20	2	2	1/20	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S49_E20	AM	-1/4	S49	1/5	s**2/25 + 2*s/25 + 2/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S49_E20	A0	0	S49	1/5	s**2/25 + 2*s/25 + 2/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S49_E20	AP	1/4	S49	1/5	s**2/25 + 2*s/25 + 2/25	1/5	2	2	1/5	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S49_E50	AM	-1/4	S49	1/2	s**2/10 + s/5 + 1/5	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S49_E50	A0	0	S49	1/2	s**2/10 + s/5 + 1/5	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S49_E50	AP	1/4	S49	1/2	s**2/10 + s/5 + 1/5	1/2	2	2	1/2	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AM_S49_E100	AM	-1/4	S49	1	s**2/5 + 2*s/5 + 2/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	3/4	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_A0_S49_E100	A0	0	S49	1	s**2/5 + 2*s/5 + 2/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
G75_AP_S49_E100	AP	1/4	S49	1	s**2/5 + 2*s/5 + 2/5	1	2	2	1	PERSISTENT_SIGN_NO_INTERIOR_ROOT	CENTER_C_INFINITY	LORENTZ_REGULAR_ALL_X	1	NEGATIVE_Q_VIA_PSI_REFLECTION	CHOSE_CONTROL_NOT_SELECTED
